audio_path,session,dialog,name,start_time,end_time,discrete_emotion,V,A,D,transcription
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M007.wav,Session1,Ses01F_impro01,Ses01F_impro01_M007,51.4000,57.6400,fru,2.5000,3.5000,3.0000,I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M008.wav,Session1,Ses01F_impro01,Ses01F_impro01_M008,58.1800,62.5900,fru,2.0000,3.5000,3.5000,"No.  I need another ID, a separate one."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M009.wav,Session1,Ses01F_impro01,Ses01F_impro01_M009,65.5100,73.0000,fru,2.5000,3.5000,4.0000,"A birth certificate, a passport...a student ID; didn't you go to school?  Anything?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M010.wav,Session1,Ses01F_impro01,Ses01F_impro01_M010,81.5900,86.0300,fru,2.0000,4.5000,4.0000,"Yeah.  We keep it on file, but we need an ID to access that file."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M011.wav,Session1,Ses01F_impro01,Ses01F_impro01_M011,87.1500,94.3900,ang,2.0000,4.0000,4.0000,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M012.wav,Session1,Ses01F_impro01,Ses01F_impro01_M012,95.8600,98.6800,xxx,3.0000,1.5000,2.0000,Actually too long.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M013.wav,Session1,Ses01F_impro01,Ses01F_impro01_M013,101.8400,107.8700,ang,2.0000,4.5000,4.5000,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F000.wav,Session1,Ses01F_impro02,Ses01F_impro02_F000,7.2688,16.6000,sad,2.5000,2.0000,1.5000,Did you get the mail? So you saw my letter?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F001.wav,Session1,Ses01F_impro02,Ses01F_impro02_F001,19.8500,22.7800,sad,2.0000,1.5000,1.5000,Yeah.  I know.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F002.wav,Session1,Ses01F_impro02,Ses01F_impro02_F002,26.5659,32.2895,sad,2.0000,1.5000,1.5000,I don't know.  I put in that. request too. They didn't...
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F003.wav,Session1,Ses01F_impro02,Ses01F_impro02_F003,32.3075,37.9600,neu,2.0000,2.0000,2.0000,"I guess, you know, everybody has to make sacrifices."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F004.wav,Session1,Ses01F_impro02,Ses01F_impro02_F004,47.3400,53.1100,sad,2.5000,2.0000,2.5000,"There's people that have given more though, you know?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F005.wav,Session1,Ses01F_impro02,Ses01F_impro02_F005,58.7500,61.3100,sad,2.0000,2.0000,2.5000,I know.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F006.wav,Session1,Ses01F_impro02,Ses01F_impro02_F006,64.2550,68.4700,neu,2.5000,2.5000,2.5000,"There's babies over there, though, that need mothers."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F007.wav,Session1,Ses01F_impro02,Ses01F_impro02_F007,72.3900,78.5700,xxx,2.0000,3.5000,3.0000,"I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F008.wav,Session1,Ses01F_impro02,Ses01F_impro02_F008,87.2031,91.0900,sad,1.5000,2.0000,1.5000,"Just, you know, kicking myself."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F009.wav,Session1,Ses01F_impro02,Ses01F_impro02_F009,91.5500,95.8800,xxx,1.5000,1.5000,2.0000,like you sign up because you need money and
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F010.wav,Session1,Ses01F_impro02,Ses01F_impro02_F010,97.9400,102.1900,sad,2.0000,1.5000,2.0000,things just aren't what they seem.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F011.wav,Session1,Ses01F_impro02,Ses01F_impro02_F011,107.6800,111.0153,xxx,2.5000,2.5000,2.5000,"We're doing the right thing, though."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F012.wav,Session1,Ses01F_impro02,Ses01F_impro02_F012,117.8300,120.8605,sad,3.5000,2.0000,1.5000,"If not me then, who?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F013.wav,Session1,Ses01F_impro02,Ses01F_impro02_F013,127.8200,133.9455,sad,1.5000,2.0000,2.0000,"You'll videotape everything, yeah?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,Session1,Ses01F_impro02,Ses01F_impro02_F014,139.0300,146.4300,sad,1.5000,2.0000,2.0000,"Maybe you can send it to me, like stream it, yeah?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F015.wav,Session1,Ses01F_impro02,Ses01F_impro02_F015,151.4221,155.0100,sad,2.0000,2.5000,2.5000,Last month--  Yeah.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F016.wav,Session1,Ses01F_impro02,Ses01F_impro02_F016,163.5400,165.7300,neu,2.0000,1.0000,2.5000,I have to find sitters.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,Session1,Ses01F_impro02,Ses01F_impro02_F017,169.3600,176.0150,sad,3.5000,3.0000,2.5000,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F018.wav,Session1,Ses01F_impro02,Ses01F_impro02_F018,176.0800,179.1300,neu,2.5000,2.5000,2.5000,And your mother is close by.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,Session1,Ses01F_impro02,Ses01F_impro02_F019,182.8300,185.8894,sad,2.5000,1.5000,2.0000,I'll send you lots of letters.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,Session1,Ses01F_impro02,Ses01F_impro02_F020,186.5800,191.1100,sad,4.0000,2.0000,2.5000,And I want lots and lots and lots of pictures.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M000.wav,Session1,Ses01F_impro02,Ses01F_impro02_M000,17.6000,20.6264,xxx,2.0000,2.5000,2.5000,It's not fair.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav,Session1,Ses01F_impro02,Ses01F_impro02_M001,21.7600,27.5558,sad,2.0000,2.5000,2.5000,"I don't understand.  You've already done so much, I don't know why do you have to go back."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M002.wav,Session1,Ses01F_impro02,Ses01F_impro02_M002,38.8500,45.0900,xxx,2.5000,3.0000,2.5000,"I don't know, it's just not fair.  I think you've already made your sacrifice."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M003.wav,Session1,Ses01F_impro02,Ses01F_impro02_M003,52.7100,59.0534,fru,2.0000,3.0000,3.0000,I just don't see how they can make you leave when you have a new baby - we have a new kid.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M004.wav,Session1,Ses01F_impro02,Ses01F_impro02_M004,61.7500,65.0550,xxx,2.0000,3.0000,2.0000,Then why is that fair?  Why--
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav,Session1,Ses01F_impro02,Ses01F_impro02_M005,69.3400,74.2900,sad,2.0000,3.0000,1.5000,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M006.wav,Session1,Ses01F_impro02,Ses01F_impro02_M006,80.0300,86.9900,xxx,2.0000,3.0000,1.5000,I'm just trying to think of another way.  I'm just trying to...
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M007.wav,Session1,Ses01F_impro02,Ses01F_impro02_M007,103.2700,107.1000,xxx,2.0000,3.0000,2.5000,This is a stupid war.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M008.wav,Session1,Ses01F_impro02,Ses01F_impro02_M008,110.5653,113.2000,fru,2.5000,1.5000,2.0000,I know.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav,Session1,Ses01F_impro02,Ses01F_impro02_M009,114.1775,117.8500,sad,2.0000,1.5000,2.5000,I just don't see why it has to be you.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav,Session1,Ses01F_impro02,Ses01F_impro02_M010,120.4105,124.6300,sad,2.0000,2.0000,1.5000,What am I going to do? Huh?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav,Session1,Ses01F_impro02,Ses01F_impro02_M011,133.8800,137.1000,sad,2.5000,1.5000,2.5000,Yeah.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav,Session1,Ses01F_impro02,Ses01F_impro02_M012,147.0300,151.7101,neu,2.5000,2.0000,2.0000,Don't you guys have access to computers over there.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,Session1,Ses01F_impro02,Ses01F_impro02_M013,157.9800,162.7100,sad,1.5000,2.0000,2.0000,I just don't know how I'm going to do it without you.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav,Session1,Ses01F_impro02,Ses01F_impro02_M014,164.8850,169.5000,sad,1.5000,3.0000,1.5000,I can't raise a baby by myself.  How?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav,Session1,Ses01F_impro02,Ses01F_impro02_M015,175.4700,176.7200,neu,3.0000,3.0000,1.5000,I know.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M016.wav,Session1,Ses01F_impro02,Ses01F_impro02_M016,195.1047,199.5200,fru,2.0000,1.5000,2.5000,It's just not fair.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,Session1,Ses01F_impro03,Ses01F_impro03_F000,4.8800,7.7400,hap,4.3333,2.6667,2.6667,Well Vegas was awesome.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,Session1,Ses01F_impro03,Ses01F_impro03_F001,7.9300,11.3700,hap,4.0000,2.6667,2.6667,"And, um, I got married."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,Session1,Ses01F_impro03,Ses01F_impro03_F002,12.8000,15.3700,hap,4.3333,3.0000,2.3333,Yeah.  In the old town part.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F003.wav,Session1,Ses01F_impro03,Ses01F_impro03_F003,15.8700,20.4867,xxx,5.0000,4.0000,3.0000,Chuck. [LAUGHTER]
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,Session1,Ses01F_impro03,Ses01F_impro03_F004,21.7500,25.5200,hap,4.6667,3.6667,2.3333,Um- Yes.  It was very romantic.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,Session1,Ses01F_impro03,Ses01F_impro03_F005,25.5584,28.1400,hap,4.3333,4.0000,2.3333,It was at the slot machines.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,Session1,Ses01F_impro03,Ses01F_impro03_F006,28.3700,34.7100,hap,4.0000,3.3333,2.6667,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F007.wav,Session1,Ses01F_impro03,Ses01F_impro03_F007,35.6349,40.1000,xxx,4.0000,3.3333,2.3333,Hey.  Let's get married and I said okay.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,Session1,Ses01F_impro03,Ses01F_impro03_F008,40.1200,42.7900,hap,4.0000,3.3333,2.3333,"Yeah.  Well.  You know, because he's leaving the next day."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,Session1,Ses01F_impro03,Ses01F_impro03_F009,42.8400,44.5400,hap,4.0000,2.6667,2.3333,But we're going to have a honeymoon cruise.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,Session1,Ses01F_impro03,Ses01F_impro03_F010,47.8700,51.0750,hap,4.0000,3.3333,3.0000,Oh.  I hadn't even thought about that.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F011.wav,Session1,Ses01F_impro03,Ses01F_impro03_F011,51.3600,53.4925,xxx,4.0000,3.0000,2.3333,"He's not going to be a citizen, though."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,Session1,Ses01F_impro03,Ses01F_impro03_F012,55.8650,58.1500,hap,4.0000,3.6667,2.6667,Oh.  Totally.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,Session1,Ses01F_impro03,Ses01F_impro03_F013,60.7300,65.8600,hap,5.0000,4.0000,3.3333,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER]
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F014.wav,Session1,Ses01F_impro03,Ses01F_impro03_F014,68.0100,73.7500,xxx,4.0000,3.3333,2.3333,I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,Session1,Ses01F_impro03,Ses01F_impro03_F015,74.2675,78.8425,exc,4.6667,3.6667,3.0000,"Yeah, so [LAUGHTER] He's calling me now"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,Session1,Ses01F_impro03,Ses01F_impro03_F016,79.0350,81.0875,hap,4.0000,3.0000,2.3333,"He likes to keep tabs, you know."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav,Session1,Ses01F_impro03,Ses01F_impro03_F017,82.0975,85.0800,neu,3.6667,2.6667,2.3333,"Uh, I think seven hundred and fifty dollars."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav,Session1,Ses01F_impro03,Ses01F_impro03_F018,85.1000,88.0225,neu,3.6667,3.0000,2.0000,Penny slots. That's what he plays.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav,Session1,Ses01F_impro03,Ses01F_impro03_F019,88.0800,89.5000,neu,3.6667,2.3333,2.0000,Yeah.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F020.wav,Session1,Ses01F_impro03,Ses01F_impro03_F020,91.2350,92.6150,xxx,3.6667,3.0000,2.3333,Oh.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav,Session1,Ses01F_impro03,Ses01F_impro03_F021,92.7500,98.2100,hap,3.3333,3.6667,2.6667,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,Session1,Ses01F_impro03,Ses01F_impro03_F022,99.7775,102.0300,neu,3.3333,2.6667,2.0000,Fifty bucks. Mmhmm.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,Session1,Ses01F_impro03,Ses01F_impro03_F023,102.6200,103.4625,neu,3.0000,2.3333,2.0000,Yeah.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,Session1,Ses01F_impro03,Ses01F_impro03_F024,103.7800,108.1825,hap,4.3333,3.0000,2.6667,Well so now we're married. We have cat children.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,Session1,Ses01F_impro03,Ses01F_impro03_F025,110.2300,114.1600,hap,4.3333,3.3333,3.3333,"We renamed Brenda, Lumber Janet."
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,Session1,Ses01F_impro03,Ses01F_impro03_F026,114.1900,120.2000,hap,4.6667,4.0000,3.0000,She needs a new name each state that we go into. [LAUGHTER]
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M000.wav,Session1,Ses01F_impro03,Ses01F_impro03_M000,3.2400,5.4600,neu,4.0000,3.0000,2.6667,So what's up?  What's new?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M001.wav,Session1,Ses01F_impro03,Ses01F_impro03_M001,6.6000,8.6600,neu,4.3333,2.6667,2.3333,Yeah.  I heard.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M002.wav,Session1,Ses01F_impro03,Ses01F_impro03_M002,10.5300,13.8400,sur,4.3333,3.3333,2.6667,Shut up.  No- in Vegas?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M003.wav,Session1,Ses01F_impro03,Ses01F_impro03_M003,14.9300,18.9075,exc,5.0000,4.6667,3.0000,Who did you marry?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M004.wav,Session1,Ses01F_impro03,Ses01F_impro03_M004,20.2532,22.8300,xxx,4.6667,4.0000,2.3333,Did you propose to you?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M005.wav,Session1,Ses01F_impro03,Ses01F_impro03_M005,27.2800,29.6500,xxx,4.0000,3.3333,2.3333,Oh.  The Wheel of Fortune slots?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M006.wav,Session1,Ses01F_impro03,Ses01F_impro03_M006,34.2500,36.3400,neu,4.0000,2.6667,2.3333,He turned to you and was like...
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M007.wav,Session1,Ses01F_impro03,Ses01F_impro03_M007,37.7175,40.4700,hap,4.0000,3.0000,2.3333,[LAUGHTER] That's really romantic.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M008.wav,Session1,Ses01F_impro03,Ses01F_impro03_M008,42.0900,43.4100,neu,4.0000,2.6667,2.0000,Yeah.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav,Session1,Ses01F_impro03,Ses01F_impro03_M009,44.1600,49.0700,neu,3.6667,2.3333,2.3333,"Does that mean that you're going to get citizenship, too, in- in England or whatever?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M010.wav,Session1,Ses01F_impro03,Ses01F_impro03_M010,49.6100,52.4300,xxx,4.0000,3.3333,3.0000,Yeah.  Think about that.
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M011.wav,Session1,Ses01F_impro03,Ses01F_impro03_M011,52.9200,56.8500,neu,3.6667,3.6667,2.6667,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M012.wav,Session1,Ses01F_impro03,Ses01F_impro03_M012,57.4600,61.3750,xxx,4.3333,3.6667,2.6667,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?"
/tmp/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M013.wav,Session1,Ses01F_impro03,Ses01F_impro03_M013,65.6425,68.4400,hap,4.6667,4.0000,3.0000,Like you need another one of those.[LAUGHTER]
